source_key,source_name,part,division,subdivision,section,section_title,content
ca_faq_1_partB,FAQ - CONSTITUTION (MEMORANDUM & ARTICLES OF ASSOCIATION),,,,,What happens to existing companies with memorandum & articles of association which were incorporated under Companies Act,"Q: What happens to existing companies with memorandum & articles of association which were incorporated under Companies Act 1965?

A: Under section 619(3) of the Companies Act 2016, for existing companies already
registered under the previous law, their M&A remains valid and enforceable under
the Companies Act 2016, unless otherwise resolved by the company. The company
may decide whether to revoke entirely the Constitution or amend certain clauses.
If the existing company decides to revoke the existing M&A and NOT to have a specific
constitution, the company must pass a resolution to that effect. In that scenario,
under section 31(3) of the Companies Act 2016, the company, each director and
member shall have the rights, powers, duties and obligations as set out in the
Companies Act 2016.
Similarly, a company must also pass a resolution to amend any part of its constitution
should the company wish to harmonise its constitution with the provisions of the
Companies Act 2016. For example, a private company may want to amend provisions
relating to minimum directorships from current 2 to 1."
ca_faq_1_partB,FAQ - CONSTITUTION (MEMORANDUM & ARTICLES OF ASSOCIATION),,,,,"Since M&A is optional, if an existing public company intends to do away it's M&A, what is the procedure? Is shareholders","Q: Since M&A is optional, if an existing public company intends to do away it's M&A, what is the procedure? Is shareholders' approval required? To notify SSM and other regulators such as BNM for FI?

A: Except for a company limited by guarantee, a public company has the option of
whether to have a constitution or not. As such, in cases where an existing public
company (other than a company limited by guarantee) opts to do away with its
constitution, it must obtain approval from its shareholders.
The company is required to notify SSM of its decision. It is advisable for public
companies which are subject to the requirements of other written laws to observe
such requirements, including the resolution for doing away with the constitution or
informing the respective regulators/authorities as the case may be.
PART B / Page 1
PART B | CONSTITUTION (MEMORANDUM & ARTICLES OF"
ca_faq_1_partB,FAQ - CONSTITUTION (MEMORANDUM & ARTICLES OF ASSOCIATION),ASSOCIATION),,,ASSOCIATION),With no constitution how can the public be assured when dealing with companies. Companies can start new businesses anyti,"Q: With no constitution how can the public be assured when dealing with companies. Companies can start new businesses anytime.

A: Although a company is not required to have a constitution, it is still required to notify
the Registrar of its nature of business or when there is a change to the company's
nature of business. This information will be publicly available."
ca_faq_1_partB,FAQ - CONSTITUTION (MEMORANDUM & ARTICLES OF ASSOCIATION),ASSOCIATION),,,ASSOCIATION),"Since object clauses are now less significant, can we abolish the Memorandum of Association and adopt only the Articles ","Q: Since object clauses are now less significant, can we abolish the Memorandum of Association and adopt only the Articles of Association?

A: Yes, a company may adopt partially of its existing Memorandum of Association or
Articles of Association as its constitution. Such adoption must be approved by the
members."
ca_faq_1_partB,FAQ - CONSTITUTION (MEMORANDUM & ARTICLES OF ASSOCIATION),ASSOCIATION),,,ASSOCIATION),What is the procedure applicable for existing companies to contract out from its Memorandum and Articles of Association?,"Q: What is the procedure applicable for existing companies to contract out from its Memorandum and Articles of Association?

A: Under the general transitional provisions (section 619(3)) existing companies may
contract out from its Memorandum and Articles of Association by passing a resolution
to that effect."
ca_faq_1_partB,FAQ - CONSTITUTION (MEMORANDUM & ARTICLES OF ASSOCIATION),ASSOCIATION),,,ASSOCIATION),"If a company is incorporated without a constitution, how is the majority of signatories to a resolution being determined","Q: If a company is incorporated without a constitution, how is the majority of signatories to a resolution being determined?

A: In cases where a company does not a constitution, the company may rely on the
following:
(a) Passing a resolution of members/shareholders - sections 290 to 296; and
(b) Passing a resolution of board - paragraphs 9-12 of the Third Schedule of the
Companies Act 2016.
PART B / Page 2"
ca_faq_1_partB,FAQ - CONSTITUTION (MEMORANDUM & ARTICLES OF ASSOCIATION),ASSOCIATION),,,ASSOCIATION),"If a company opted to adopt a constitution, does the constitution need to be lodged?","Q: If a company opted to adopt a constitution, does the constitution need to be lodged?

A: Yes, the constitution must be lodged with the Registrar. Similarly, any
amendment/alteration to the constitution must also be lodged."
ca_faq_1_partB,FAQ - CONSTITUTION (MEMORANDUM & ARTICLES OF ASSOCIATION),ASSOCIATION),,,ASSOCIATION),"If a company opts to have constitution post incorporation, does it need to be stamped? Alternatively, if a company adopt","Q: If a company opts to have constitution post incorporation, does it need to be stamped? Alternatively, if a company adopts a constitution for the very first time in any time during the life of a company, do we need to stamp the constitution at least once?

A: A company which opts to adopt a constitution will need to stamp the constitution.
The e-stamping service is available through the MyCoID 2016 Portal."
ca_faq_1_partB,FAQ - CONSTITUTION (MEMORANDUM & ARTICLES OF ASSOCIATION),ASSOCIATION),,,ASSOCIATION),"Can a company pursuant to section 36 amend, abolish or alter its constitution, all under a single resolution? (updated o","Q: Can a company pursuant to section 36 amend, abolish or alter its constitution, all under a single resolution? (updated on 9 June 2017)

A: A company must pass a separate resolution each, for the following exercise:
(a) amend its constitution;
(b) abolish its constitution; or
(c) alter its M&A or constitution by simultaneously replacing them entirely with
a new constitution."
ca_faq_1_partB,FAQ - CONSTITUTION (MEMORANDUM & ARTICLES OF ASSOCIATION),ASSOCIATION),,,ASSOCIATION),Can the date of adoption differ from the date of resolution for the purpose of adopting a constitution under section 32?,"Q: Can the date of adoption differ from the date of resolution for the purpose of adopting a constitution under section 32? (updated on 9 June 2017)

A: The date of adoption shall be the date of resolution. Any dates other than the date
of resolution will be disregarded.
PART B / Page 3"
ca_faq_1_partB,FAQ - CONSTITUTION (MEMORANDUM & ARTICLES OF ASSOCIATION),ASSOCIATION),,,ASSOCIATION),What is the procedure if a company intends to abolish its existing M&A and will only adopt a new constitution at a later,"Q: What is the procedure if a company intends to abolish its existing M&A and will only adopt a new constitution at a later date? (updated on 9 June 2017)

A: The company is required to pass a resolution to abolish the M&A pursuant to section"
ca_faq_1_partB,FAQ - CONSTITUTION (MEMORANDUM & ARTICLES OF ASSOCIATION),ASSOCIATION),,,ASSOCIATION),"Once the company is ready to adopt a new constitution, it must then pass a resolution under section 32. The date of adop","Once the company is ready to adopt a new constitution, it must then pass a resolution under section 32. The date of adoption shall be the date of resolution."
